forma,Color,Numero de paredes,Conexión hifal,Reacción con Melzer,Textura,Nombre cientifico,genero,familia,Pais,vegetacion,habitat,Localidad,Información de la especie,Particularidad,tam_min,tam_max,tam_promedio,forma_std,forma_token,espora_cilindrica,espora_clavada,espora_elipsoide,espora_fusiforme,espora_globosa,espora_irregular,espora_oblonga,espora_ovoide,espora_piriforme,espora_reniforme,espora_subglobosa,espora_triangular,color_token,color_amarillo,color_ambar,color_blanco,color_crema,color_dorado,color_gris,color_hialino,color_marron,color_miel,color_naranja,color_negro,color_ocre,color_rojo,color_sin_reporte,color_verdoso,conexion_token,textura_tokens,tex_sup_alveolada,tex_sup_aspera,tex_sup_foveolada,tex_sup_granular,tex_sup_laberintiforme,tex_sup_lisa,tex_sup_ornamentada,tex_sup_perforada,tex_sup_reticulada,tex_sup_rugosa,tex_sup_scrobiculada,tex_sup_verrugosa,tex_est_estratificada,tex_est_laminada,tex_est_membranosa,tex_est_subcapas,tex_est_sublaminada,tex_cons_delgada,tex_cons_evanescente,tex_cons_flexible,tex_cons_fragil,tex_cons_gruesa,tex_cons_mucilaginosa,tex_cons_quebradiza,tex_cons_rigida,tex_cons_semiflexible,tex_cons_suave,tex_orn_crestas,tex_orn_depresiones,tex_orn_espinas,tex_orn_estrias,tex_orn_hoyos,tex_orn_papilas,tex_orn_protuberancias,tex_orn_proyecciones,tex_orn_pustulas,tex_orn_reticulo,tex_orn_verrugas,melzer_negativo,melzer_positivo,melzer_ninguna,melzer_paredes_internas,melzer_sin_reporte
subglobosas piriformes ovoides irregulares,blanco amarillentas a amarillo palido,2.0,hifa suspensora recta o curvada forma acampanada m en ancho,negativo,laminada con grosor variable fragil se fractura en lineas radiales al ser aplastada,Glomus nanolumen,Glomus,Glomeraceae,Hawái,Xerófitas,Desierto,Kauai,esporas formadas en esporocarpos de m compuestas de esporas asociadas con raices de scaevoia sericea e ipomoea stolonifera,capa de grosor laminado variable y espacio interno menor al del diametro de la espora,13.0,73.0,43.0,subglobosa,"['piriforme', 'irregular', 'ovoide', 'subglobosa']",0,0,0,0,0,1,0,1,1,0,1,0,"['blanco', 'amarillo']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada', 'curvada', 'acampanada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['fragil'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,blanco a amarillo palido,1.0,hifa conectada a la espora ocasionalmente con un poro cerrado por un septo,sin reporte,laminada con la edad,Glomus pallidum,Glomus,Glomeraceae,Nueva Zelanda,Pastos tropicales,Suelos lavados tropicales,No reportada,esporocarpos lobulados epigeos de mm asociados con suelos puede formar peridium pobremente desarrollado esporas nuevas formadas en ramificaciones de hifas viejas,apariencia intercalar debido a la germinacion en la region distal inconsistencia del septo en la hifa,32.0,78.0,55.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['blanco', 'amarillo']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_simple'], 'forma': [], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
globosas a subglobosas,amarillo palido a amarillo oscuro,3.0,hifa conectada a la espora gradualmente se cierra con la edad y puede estar sellada por un septo curvado,positivo,verrugas hemisfericas distribuidas uniformemente,Glomus pansihalos,Glomus,Glomeraceae,"Polonia, Canadá, E.U.A., Portugal",Plantas de playa,Dunas costeras,No reportada,esporas solitarias o en grupos con estructura subcelular de capas ornamentadas con verrugas en la capa y germinacion con un tubo desde el lumen hifal,similitud superficial con gl constrictum pero diferenciada por la capa verrugosa y la tercera capa,100.0,180.0,140.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_simple'], 'forma': ['curvada'], 'septo': ['septo_curvado'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': ['verrugas']}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
globosas a subglobosas,amarilla a cafe amarillenta,3.0,hifa continua con las capas de la espora base de m se cierra con un tapon en esporas maduras,negativo,laminada a veces con grietas,Glomus pellucidum,Glomus,Glomeraceae,No reportada,Ornamentales,Trópico / Invernaderos,No reportada,esporocarpos epigeos sin peridium con esporas formadas blasticamente de un racimo o plexus hifal central,similar a g geosporum pero de menor tamano y capa media menos oscura,60.0,130.0,95.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': ['tapon'], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,hialinas,2.0,hifa continua con las capas de la espora cilindrica a embudo,positivo,laminada semiflexible a rigida,Glomus perpusillum,Glomus,Glomeraceae,Italia,Gramíneas de estepa,Desiertos fríos / Estepas,No reportada,esporas pequenas formadas en agregados epigeos o hipogeos permanecen hialinas durante todo su ciclo de vida la capa interna se contrae en montas de pvlg y reacciona en melzer,similar a g minutum pero mas pequenas y con hifa suspensora mas estrecha reaccion distintiva en melzer y capa externa permanente,10.0,30.0,20.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['cilindrica', 'embudo'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['rigida', 'semiflexible', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosas a subglobosas,amarillo rojizo,2.0,hifa hialina recta o ligeramente recurvada poro ocluido por un septo,sin reporte,laminada capa externa adherida a la interna interna con laminas separables,Glomus przelewicense,Glomus,Glomeraceae,Polonia,Árboles ornamentales,Jardines Botánicos,No reportada,esporas solitarias en el suelo de pared laminada con dos capas una externa amarilla rojiza y una interna hialina con laminas separables,relacion especifica con thuya occidentalis hifa suspensora con pared de una sola capa,120.0,160.0,140.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'rojo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta', 'curvada', 'curvada', 'recurvada'], 'septo': [], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
globosas o ligeramente ovoides,anaranjado intenso,3.0,hifa suspensora simple recta o curvada cilindrica o acampanada poro ocluido,negativo,ornamentada con pustulas en la capa externa,Glomus pustulatum,Glomus,Glomeraceae,"Polonia, Canadá, EE.UU.",Pastos,Dunas interiores,No reportada,esporas solitarias en el suelo o raices con una capa externa ornamentada con pustulas y otras dos capas internas laminadas y flexibles,las pustulas solidas de la capa externa son unicas no grasosas y permanecen intactas,85.0,110.0,97.5,globosa,"['ovoide', 'globosa']",0,0,0,0,1,0,0,1,0,0,0,0,['naranja'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['recta', 'curvada', 'curvada', 'cilindrica', 'acampanada'], 'septo': [], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': ['ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': ['pustulas']}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
elipsoides a oblongas ovoides,amarillo claro,1.0,hifa suspensora ocasionalmente mas ancha que la hifa glebal,negativo,laminada de amarillo claro,Glomus radiatum,Glomus,Glomeraceae,"EE.UU., Canadá",Leñosas,Bosques mixtos,No reportada,esporocarpo achatado lobulado sin peridium con esporas dispuestas en patron radial dentro de un manto de hifas,desarrollo acrogeno del esporocarpo con esporas que engrosan progresivamente desde la superficie hacia la base,60.0,120.0,90.0,ovoide,"['oblonga', 'elipsoide', 'ovoide']",0,0,1,0,0,0,1,1,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas,cafe negruzco,2.0,hifa suspensora en forma de embudo,negativo,superficie externa con margenes reticulados geometricos,Glomus reticulatum,Glomus,Glomeraceae,India,Generalista,Suelos agrícolas,No reportada,esporas solitarias en el suelo con una estructura subcelular bi laminada en la capa y margenes reticulados geometricos en la capa,textura distintiva en la superficie externa de la espora con patrones reticulados geometricos combinada con una hifa suspensora en forma de embudo,130.0,170.0,150.0,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': ['embudo'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas subglobosas,hialinas a blanco amarillento,3.0,hialina a blanco amarillenta recta o curvada gradualmente ensanchada distalmente algunas veces cilindrica con un poro abierto o cerrado,positivo,finamente laminada flexible con capas externas evanescentes,Glomus segmentatum,Glomus,Glomeraceae,Belize,"Juncos, Ciperáceas",Humedales / Turberas,No reportada,esporas formadas en esporocarpos epigeos con peridium que presentea polihedros separables y contiene esporas en hifas entretejidas,esporocarpos con polihedros separables y esporas en hifas entretejidas estructura unica en el genero glomus,65.0,90.0,77.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['hialino', 'blanco', 'amarillo']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta', 'curvada', 'curvada', 'cilindrica', 'hinchada'], 'septo': [], 'poro': ['poro_abierto'], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['evanescente', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
globosas subglobosas,cafe rojizo oscuro a cafe amarillento palido,3.0,simple recta o curvada,negativo,cubierta con protuberancias y verrugas ornamentales,Glomus spinosum,Glomus,Glomeraceae,Taiwán,"Maíz, Sorgo",Agrosistemas de cereal,No reportada,esporas en esporocarpos sin peridium con protuberancias subhialinas en la capa externa y verrugas en la capa media,esporas con protuberancias y verrugas distintivas en la pared externa y media asociadas a micorrizas con vesiculas y arbusculos,40.0,90.0,65.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['marron', 'rojo', 'amarillo']",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': [], 'ornamentacion': ['verrugas', 'protuberancias']}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
globosas subglobosas,amarillo girasol a anaranjado,4.0,simple recta o curvada,negativo,ornamentadas con espinas densamente comprimidas en la capa,Glomus spinuliferum,Glomus,Glomeraceae,"Alemania, Suiza, Francia",Vegetación densa,Trópico húmedo,No reportada,esporas solitarias en el suelo ornamentadas con espinas proyectando de la capa con cuatro capas de pared y conexion hifal cilindrica o acampanada,espinas finas y densamente compactas en la capa tamano de esporas intermedio formadas en suelo solitariamente,110.0,154.0,132.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'naranja']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"{'estructura': [], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['ornamentada'], 'estructura': [], 'consistencia': [], 'ornamentacion': ['espinas']}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas subglobosas irregulares,amarillo palido cafe amarillento cafe rojizo,2.0,recta o infundibuliforme,negativo,pared externa gruesa interna membranosa algunas veces mas engrosada en la base,Glomus sterilium,Glomus,Glomeraceae,India,Sin reporte,Sin reporte,No reportada,esporas solitarias en suelo con peridium compuesto de hifas en esporocarpos hipogeos comparte similitudes con g microaggregatum g fornosanum y g aggregatum pero con diferencias en tamano y estructura de esporas y esporocarpos,esporas mas grandes y la presencia de esporocarpos con peridium la distinguen de especies similares,39.0,144.0,91.5,globosa,"['irregular', 'subglobosa', 'globosa']",0,0,0,0,1,1,0,0,0,0,1,0,"['amarillo', 'marron', 'rojo']",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'estructura': [], 'forma': ['recta', 'embudo'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['membranosa'], 'consistencia': ['gruesa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas subglobosas,amarilla a cafe muy oscura,2.0,hifa suspensora ancha con poro abierto o cerrado,negativo,superficie lisa con una capa interna gruesa,Glomus tenebrosum,Glomus,Glomeraceae,No reportada,Plantas de sombra,Bosques cerrados,No reportada,esporas grandes oscuras y solitarias diferenciada de otras especies similares como g macrocarpum y g australe por su grosor de pared y tipo de conexion hifal,caracterizada por el grosor de su pared y la anchura de la hifa suspensora ademas de la ausencia de esporas en grupos,200.0,270.0,235.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': ['hifa_suspensora'], 'forma': [], 'septo': [], 'poro': ['poro_abierto'], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': ['gruesa'], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas raramente piriformes,amarillas a cafe amarillentas,2.0,hifa cilindrica poro cerrado por un septo,negativo,rugosa en la capa externa interna irregular,Glomus tenerum,Glomus,Glomeraceae,Australia,Pastos finos,Praderas naturales,No reportada,esporocarpos superficiales esporas densamente granulares y viscosas al madurar distinguida de g pulvinatum por sus dos capas y tamano mayor,encontrada despues de incendios de verano peridium quebrado en esporocarpos maduros,45.0,200.0,122.5,globosa,"['piriforme', 'globosa']",0,0,0,0,1,0,0,0,1,0,0,0,"['amarillo', 'marron']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['cilindrica'], 'septo': [], 'poro': ['poro_cerrado'], 'extra': []}","{'superficie': ['rugosa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas,cafe oscuro al madurar,1.0,hifa con poro para germinacion delgada,negativo,lisa,Glomus tenue,Glomus,Glomeraceae,Nueva Zelanda,Pastos de altura,Páramos / Puna,No reportada,esporas pequenas de una sola capa hialina germinacion desde el poro en la hifa suspensora,menos coloreadas al ser jovenes superficie lisa,10.0,12.0,11.0,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': ['poro_germinacion'], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,amarillo palido,1.0,hifa recta o curvada con manto hifal entretejido,negativo,laminada,Glomus tortuosum,Glomus,Glomeraceae,"Florida, EE.UU.",Generalista,Suelos perturbados,"Japón, Argentina, Suiza",esporas con un manto hifal compuesto de hifas sinuosas manto visible en esporas maduras no en jovenes,manto hifal unico en glomeromycota,140.0,240.0,190.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': ['manto_hifal'], 'forma': ['recta', 'curvada', 'curvada'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,amarillo palido,2.0,hifa recta o curvada algunas veces multiples,negativo,laminada y lisa,Glomus versiforme,Glomus,Glomeraceae,Cosmopolita,"Vid, Xerófitas",Viñedos / Matorral,"Polonia, México, Ecuador, EE.UU., Canadá, Italia, Finlandia, Tasmania, India, Australia",presentea capas semipermanentes y laminadas solitarias aunque algunas veces en esporocarpos epigeos sin peridium,viola tricolor,80.0,150.0,115.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['recta', 'curvada', 'curvada', 'multiples'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': ['laminada'], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,subhialinas a palido amarillentas,3.0,hifa cilindrica a ligeramente acampanada ocasionalmente contraida,negativo,laminada y semiflexible,Glomus viscosum,Glomus,Glomeraceae,No reportada,Generalista,Suelos arenosos,No reportada,esporas con desechos organicos adheridos capa estructural laminada mas flexible que en otras especies,esporas adheridas en agregados solitarios que se ramifican de una hifa,50.0,120.0,85.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['hialino'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['cilindrica', 'acampanada', 'contraida'], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['semiflexible', 'flexible'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosas a subglobosas,hialinas con capa cafe,3.0,hifa cilindrica o hinchada lumen de m poro ocluido por un septo laminado concavo,negativo,laminada y mucilaginosa,Glomus warcupii,Glomus,Glomeraceae,Australia,Esclerófilas,Matorral xerófito,No reportada,esporas dispuestas aleatoriamente en esporocarpos epigeos con peridium algodonoso tres capas laminadas una mucilaginosa y dos estructurales,esporocarpos epigeos con esporas de gran tamano y capas estructurales muy gruesas,200.0,320.0,260.0,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,"['hialino', 'marron']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': ['cilindrica', 'hinchada'], 'septo': ['septo_laminado'], 'poro': ['poro_ocluido'], 'extra': []}","{'superficie': [], 'estructura': ['laminada'], 'consistencia': ['mucilaginosa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
globosa,amarilo de tono palido u oliva,2.0,la conexion es recta sin septos y sin estrechamiento en el canal,ninguna,lisa y limpia,Glomus glomerulatum,Glomus,Glomeraceae,Colombia,"Maíz, Trigo",Agrosistemas,Departamento de Amazonas,esta especie ha sido reportada unicamente para colombia obtenida por primera vez en las planicies orientales del departamento del vichada cerca al rio meta,esporas agrupadas,40.0,70.0,55.0,globosa,['globosa'],0,0,0,0,1,0,0,0,0,0,0,0,['verdoso'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{'estructura': [], 'forma': ['recta', 'contraida', 'contraida'], 'septo': ['sin_septo', 'sin_septo'], 'poro': [], 'extra': ['canal']}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas a subglobosas,amarilo de tono cafe claro y oscuro,3.0,la conexion es ancha de hasta micras de pared gruesa tasparente eschecha a la base de la espora y no forma septo,ninguna,lisa y homogenea,Glomus rubiformis,Glomus,Glomeraceae,Colombia,"Café, Papaya, Forestal",Trópico húmedo,"Departamento de Putomayo, Guaviare, Amazonas y Caquetá.",esta especie ha sido reportada solo en colombia obtenida de diferentes ecosistemas naturales desde bosques tropicales y no tropicales hasta ecosistemas deserticos aridos de suelos arenoso,esporas agrupadas,35.0,40.0,37.5,globosa,"['subglobosa', 'globosa']",0,0,0,0,1,0,0,0,0,0,1,0,['marron'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
claviforme,anaranjado de tono amarillo rojizo a cafe oscuro,2.0,la conexion se forma por un talo de plexo central de pared gruesa el mismo que pocas veces se puede apreciar,ninguna,gruesa cubierta de peridio,Glomus sinuosum,Glomus,Glomeraceae,Colombia,"Café, Cacao",Cafetales / Bosque,Departamento de Amazonas,esta especie ha sido reportada solo en colombia obtenida de diferentes ecosistemas naturales desde bosques tropicales y no tropicales de suelos arcillosos hasta ecosistemas deserticos aridos de suelos arenosos,esporas agrupadas,200.0,360.0,280.0,clavada,['clavada'],0,1,0,0,0,0,0,0,0,0,0,0,"['naranja', 'amarillo', 'rojo', 'marron']",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"{'estructura': ['plexo_central'], 'forma': [], 'septo': [], 'poro': [], 'extra': []}","{'superficie': [], 'estructura': [], 'consistencia': ['gruesa'], 'ornamentacion': []}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
globosas e irregulares,trasparentes y levementes amarillas,2.0,la conexion hifal es unica lagar y converge en un punto comun formando un ramillete sin septos,ninguna,lisa y limpia,Glomus microaggregatum,Glomus,Glomeraceae,Colombia,"Maíz, Trigo",Suelos limosos,"Departamento de Guaviare, Amazonas.",especie solo se ha identificado en colombia y en usa sobre todo en suelos arenosos tipo dunas y otros suelos costeros en california hawaii michigany tambien en la costa atlantica de los estados unidos,esporas agrupadas,15.0,50.0,32.5,globosa,"['irregular', 'globosa']",0,0,0,0,1,1,0,0,0,0,0,0,['amarillo'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'estructura': [], 'forma': [], 'septo': ['sin_septo', 'sin_septo'], 'poro': [], 'extra': []}","{'superficie': ['lisa'], 'estructura': [], 'consistencia': [], 'ornamentacion': []}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
